gene_gpc,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,p_value,q_value,g_sde,LLR_sde
Xylt2,-387.7396457,-387.7396408,-4.98E-06,1,1,Ube2v2,0.071827857
Foxn2,-325.4039526,-325.471663,0.067710369,0.794700123,1,Anxa7,0.184233094
5430416N02Rik,-65.58596086,-65.58596064,-2.26E-07,1,1,Nat8l,1.857576893
Prr13,-370.1905987,-370.2044944,0.013895685,0.906162772,1,Meis3,0.122733081
Hpcal1,-183.1852232,-183.1852231,-1.56E-07,1,1,Ccdc43,0.419618316
Cbl,-59.89051109,-59.90195054,0.011439456,0.914824368,1,Dnalc1,0.238650506
Erdr1,-436.529169,-436.8418993,0.312730253,0.576009606,1,Krr1,0.007171514
Crnkl1,-236.5234325,-237.2614866,0.738054159,0.390284914,1,Magi2,0.069341558
Fbxl4,-236.6243908,-236.6243897,-1.15E-06,1,1,Polr2c,0.044829779
Dguok,-265.6384531,-265.6384587,5.60E-06,0.998111732,1,Glrx2,0.626829614
Klf6,-330.7774882,-330.8948579,0.117369745,0.731904909,1,Gnb1,0.778097533
Wnt5a,-411.4688072,-411.4688315,2.43E-05,0.996070635,1,Tbc1d10a,2.8104522
Nt5dc2,-166.9307665,-167.4825505,0.551783959,0.457589684,1,Hsbp1,2.743194329
Pes1,-375.9636995,-376.0582043,0.094504776,0.758526529,1,Ccng1,0.503655454
Aen,-253.7153968,-253.715396,-8.00E-07,1,1,Pex14,0.601597466
Samd1,-305.4990756,-305.7845484,0.285472794,0.593136385,1,Erh,0.020730483
2610203C20Rik,-174.8641957,-174.8862539,0.022058116,0.8819326,1,Tex2,0.176030217
Tstd2,-182.7895261,-182.9213568,0.131830777,0.716541328,1,Rps13,0.002782302
Gm15417,-130.5874957,-130.5874956,-6.42E-08,1,1,Akt1,2.271172285
Tle1,-317.3104527,-317.5467919,0.236339152,0.626862766,1,Gabpb1,1.09759776
Ptcd2,-398.3050768,-398.5802407,0.275163835,0.599888674,1,Mgat3,1.063713512
Zfp319,-256.2712801,-256.6641076,0.392827471,0.530816895,1,Sik3,0.175738701
Rfx1,-358.8462584,-358.8634811,0.01722268,0.895589244,1,Sox7,0.074459333
1110017D15Rik,-127.4133594,-127.6943415,0.280982054,0.596058265,1,S1pr3,0.099554271
Rabep2,-231.511483,-231.5114822,-8.27E-07,1,1,Hip1r,1.829846722
Gm5069,-209.8835134,-209.8835067,-6.75E-06,1,1,Hmgcs1,0.543629736
Pcca,-419.588321,-419.8429489,0.254627907,0.613835114,1,Atp6v1g2,0.130243438
Zfp708,-165.9951487,-165.9991956,0.004046968,0.949276165,1,Ankrd46,0.071963945
Eps15l1,-332.2294839,-332.2294837,-2.24E-07,1,1,Cbfa2t2,1.075443691
Itga6,-123.589228,-123.5892273,-6.69E-07,1,1,C4b,0.759654199
Nagk,-297.4709587,-297.6662552,0.195296513,0.658544455,1,1700113A16Rik,0.023727176
Srd5a1,-173.4260991,-173.4260988,-3.57E-07,1,1,Rdh14,0.075970418
Acad9,-356.063327,-356.5290733,0.465746216,0.494950645,1,Kit,0.002322033
Setbp1,-456.5822871,-456.9328113,0.350524267,0.553816505,1,Lamb2,0.008503906
Sfmbt1,-377.5940286,-377.7839143,0.189885685,0.663011778,1,Zbtb4,1.136504308
Nop16,-222.4431786,-222.446654,0.003475325,0.952990429,1,9530068E07Rik,2.322778367
Oraov1,-175.4305964,-177.4628785,2.032282149,0.153989227,1,Arpc5,0.268061596
Pax6os1,-42.88217585,-42.8821758,-5.49E-08,1,1,Dmwd,0.401029827
Sertad2,-404.992737,-404.9927269,-1.01E-05,1,1,Nrxn1,0.437879632
Gstk1,-339.4075835,-339.4258623,0.018278814,0.892454408,1,Cdo1,0.003912288
Egfl8,-210.0607948,-210.0607996,4.78E-06,0.998255493,1,Rfx7,0.142494597
Camsap3,-301.570056,-301.8691355,0.299079554,0.584460034,1,Dclk2,0.020413148
Tmem218,-278.7204294,-278.7204293,-8.73E-08,1,1,Rbm26,0.097261255
Cdc42se1,-432.219984,-432.2620837,0.042099721,0.837429802,1,Tsen34,3.278265044
Tyw5,-204.6686904,-204.7840915,0.115401122,0.734076883,1,Arcn1,0.495287409
Steap1,-26.72483398,-26.7249583,0.000124324,0.991103731,1,Gmds,0.900256719
Abcc8,-77.14260523,-77.16482974,0.022224508,0.881491404,1,Megf10,0.759849548
Mcm7,-287.5058394,-287.505837,-2.34E-06,1,1,Arhgef18,0.581197761
Klhl18,-339.2365769,-339.2692995,0.032722654,0.856450747,1,Pak3,0.005224411
Map4k5,-337.4857627,-337.7154767,0.229713992,0.63173598,1,Uba52,0.547484278
Dennd2a,-433.904703,-433.9106729,0.005969882,0.938412727,1,Foxk1,3.220073521
Cabyr,-126.5501914,-126.5734615,0.023270052,0.878756908,1,Rdx,0.007660255
Zfp799,-302.2820607,-302.3615762,0.079515444,0.777955143,1,Commd7,0.134660921
Zfp597,-276.9812549,-276.9813032,4.83E-05,0.994456299,1,Gsk3b,0.423248865
Pak4,-203.9557586,-203.9557565,-2.05E-06,1,1,Rexo2,0.428944258
3632451O06Rik,-180.3250977,-180.3441179,0.019020171,0.890308673,1,Erp29,0.345949901
Gm5523,-201.6742493,-201.7013386,0.027089343,0.869267959,1,Atp8b2,0.679546163
Ccdc3,-100.8643157,-100.8643145,-1.24E-06,1,1,Eml1,0.82626113
Brdt,-191.2028311,-191.2155266,0.012695472,0.910288869,1,1110018G07Rik,0.682121767
Bin3,-232.1706873,-232.1706862,-1.11E-06,1,1,1110059E24Rik,0.212882115
Unc93b1,-187.4665288,-187.4665276,-1.18E-06,1,1,Rgs4,0.224462438
Pdk1,-352.3097891,-352.3515317,0.041742624,0.838111164,1,Unkl,0.008604406
Gpnmb,-170.7599678,-170.7599414,-2.64E-05,1,1,Asph,1.159785612
Dnahc5,-35.04279105,-35.04279101,-4.74E-08,1,1,Qars,0.811592992
Umodl1,-44.86944813,-44.86944805,-8.45E-08,1,1,Ppm1k,0.930571737
Cep89,-196.0061836,-196.6763545,0.670170961,0.412992009,1,Trmt10c,0.900865227
Prok2,-205.7851547,-205.785153,-1.65E-06,1,1,Rps5,1.091389264
Nbeal1,-186.7129821,-186.7129807,-1.41E-06,1,1,Nomo1,0.256251562
Gm6531,-31.83481449,-31.8348936,7.91E-05,0.992903373,1,Brk1,0.00145434
Fam189a1,-260.9996829,-261.4451832,0.445500319,0.504479563,1,Fkrp,0.059218676
Yeats4,-399.2333784,-399.2333637,-1.48E-05,1,1,Txnip,0.41504708
Adam33,-160.3580433,-160.3580422,-1.04E-06,1,1,Tomm20,0.771016427
Mettl25,-124.5747063,-124.5747046,-1.66E-06,1,1,Rpl9,4.203878932
Ptprr,-256.782921,-256.7829184,-2.61E-06,1,1,Hypk,0.156212836
Exosc10,-331.225152,-331.3143104,0.089158365,0.765249859,1,Trmt5,1.445939995
Flot1,-362.4397103,-362.9255104,0.485800109,0.485806785,1,Vimp,0.00900277
Cks1b,-99.69399167,-99.69399197,2.93E-07,0.999568065,1,Slc44a2,0.083809912
Sap18,-293.1940122,-293.1940809,6.87E-05,0.993387298,1,Csnk1g1,1.809449163
Cd151,-214.306316,-214.3063155,-4.58E-07,1,1,Cdh12,0.951534486
Zfp397,-302.6189435,-302.6421406,0.023197033,0.878945812,1,Stau1,0.32175136
Pttg1,-277.9262755,-277.9670291,0.040753602,0.84001428,1,Dnajc6,0.39679266
Porcn,-420.9551607,-421.7101349,0.754974198,0.384905925,1,Mad2l1,0.394894523
Scnm1,-272.0952948,-272.1740862,0.078791384,0.77894202,1,Abca5,0.000982934
Tmem209,-208.8594587,-208.8594596,8.65E-07,0.999257826,1,Nsg1,0.110067562
Chrna3,-154.1769777,-154.1769781,4.23E-07,0.999481372,1,Csnk2a2,1.699162911
Bbs10,-103.6018629,-103.6018622,-7.26E-07,1,1,Fth1,0.003116711
Coq3,-138.4156611,-138.4156612,1.37E-07,0.999704936,1,Tmem131,2.20814828
Dcdc2b,-287.3010337,-287.3010333,-3.43E-07,1,1,Taok3,0.016163169
1810043G02Rik,-314.5099358,-314.7169552,0.207019364,0.649113695,1,Il6st,0.020369136
Map6d1,-211.1817684,-211.2095599,0.027791582,0.867599751,1,Cyth1,0.949790853
Zkscan6,-215.7898487,-215.7898473,-1.34E-06,1,1,Ssrp1,1.347403384
Acn9,-99.68062718,-99.68123728,0.000610102,0.98029406,1,Gtpbp4,1.389020639
Tmem109,-441.1282491,-441.1282423,-6.81E-06,1,1,Uqcrc2,0.330052219
Map2k3,-180.0761831,-180.0761814,-1.75E-06,1,1,Axl,0.720060689
Tekt2,-40.52799457,-40.52928424,0.001289663,0.971352626,1,Hiat1,0.006456825
Prtg,-100.6552897,-100.9750314,0.319741666,0.571762935,1,Begain,0.006613787
Cry1,-422.837735,-422.9752254,0.137490391,0.71078876,1,Ccrn4l,0.785208575
Mapk1ip1l,-456.522764,-456.8242041,0.301440167,0.582980971,1,Gpi1,0.088667984
Klf7,-86.49569676,-86.49570152,4.76E-06,0.998259126,1,Serp1,1.478092583
Slc7a6,-279.4500758,-279.6436053,0.193529478,0.659995155,1,Ablim2,0.114515656
Eps8,-467.624545,-467.7827015,0.15815652,0.690859466,1,Npat,0.281202097
6030443J06Rik,-49.98881939,-49.98881907,-3.16E-07,1,1,Crmp1,0.020947001
D3Ertd751e,-188.0511306,-188.0511386,8.04E-06,0.997737042,1,Cacfd1,0.024119398
Gga2,-273.5699934,-273.6801267,0.110133294,0.739992434,1,Atg3,0.232519945
Zfp563,-229.8800455,-229.9297061,0.049660561,0.823654979,1,Gcdh,3.666381286
Npc1,-434.9380235,-434.9380202,-3.35E-06,1,1,Rerg,2.116172995
Aars2,-180.2372386,-180.2386935,0.001454933,0.969573206,1,Srsf9,0.021365322
Asphd1,-281.2076502,-281.2076492,-9.71E-07,1,1,Serpine2,0.703675009
Zfand1,-250.9610063,-251.0093862,0.048379898,0.82590674,1,Vps39,0.004611971
Tmem258,-397.2100838,-397.216483,0.006399189,0.936241289,1,Ammecr1l,2.476736018
Tmem41a,-256.3260344,-256.3353805,0.009346023,0.922984627,1,2310009B15Rik,0.091176647
Fez2,-384.337756,-384.3445075,0.006751503,0.934513494,1,Tpm4,0.002295401
Nfkbiz,-149.7544038,-149.7544036,-1.87E-07,1,1,Hist1h2ab,0.011705237
Speg,-368.2624492,-368.5872254,0.324776243,0.568751337,1,Sema3a,1.164080934
Leo1,-358.3807083,-358.516496,0.135787716,0.712505032,1,Etv5,0.029872602
Hist1h2ao,-64.49007536,-64.59857498,0.108499621,0.741858804,1,Sec23ip,0.678970176
N4bp3,-124.2496525,-124.2496512,-1.29E-06,1,1,Plekhg5,2.13034041
Smoc2,-154.0037386,-154.1822218,0.178483202,0.672680006,1,Ebf2,1.282044757
Vps33a,-371.5412147,-372.3752724,0.834057678,0.361101827,1,Mapkap1,0.144550206
Wdr31,-54.82281935,-56.84570374,2.022884391,0.154944575,1,Bod1,0.001017937
Ptplb,-336.4150663,-336.4556706,0.040604311,0.840303632,1,Scn8a,0.270614925
Gmps,-230.9878714,-230.9878711,-2.59E-07,1,1,Arhgap12,0.083553423
Mettl7a1,-289.7814627,-290.1368312,0.355368469,0.55108979,1,Gfra2,0.01712574
Ctdsp1,-285.2068683,-287.5952328,2.388364469,0.122241461,1,Ugp2,0.654146541
Nelfcd,-216.6160763,-216.6326631,0.016586864,0.89752382,1,Tub,0.007155705
Lzts3,-283.1680279,-283.1680274,-4.57E-07,1,1,Spink10,0.021662829
Rapgef6,-388.8454031,-389.3294623,0.484059271,0.486589364,1,Fmnl2,0.681607041
Lrrc14,-277.2486401,-278.0353253,0.786685213,0.37510433,1,Ivd,0.299713789
Pradc1,-275.6614749,-277.5827816,1.92130663,0.16571269,1,Aagab,0.225412149
Lrch1,-257.570337,-257.7324527,0.162115773,0.687216,1,Hspb8,0.002013103
Smap1,-147.2234171,-147.8870014,0.663584347,0.415297379,1,Gca,0.055311619
Itpripl2,-222.8828086,-222.8828033,-5.35E-06,1,1,Cd200,0.459988402
Gnaz,-206.1305879,-206.1305866,-1.27E-06,1,1,Tomm6,0.912398016
Mfsd7b,-234.5247948,-234.524822,2.73E-05,0.995831618,1,Atp6v1g1,1.221994806
0610007N19Rik,-238.2252442,-238.4011145,0.175870208,0.674946607,1,Add1,0.88563752
Acot1,-185.9916915,-186.0652498,0.073558373,0.786224548,1,Gucy1a3,0.177315762
Rab40c,-398.1626501,-398.1864902,0.023840085,0.877292503,1,Podxl2,0.2797845
Naa15,-474.793232,-474.79323,-1.98E-06,1,1,Alas1,0.00099509
Fam43b,-361.6090615,-361.6090573,-4.20E-06,1,1,Fam134b,0.002659244
Vamp3,-441.6866632,-442.1060114,0.419348219,0.51726245,1,Pja2,1.745735093
Clec5a,-68.93225644,-68.93225557,-8.67E-07,1,1,Fosl2,0.284617714
Pcnt,-304.1002332,-304.1081882,0.007954969,0.92893041,1,Cdc73,0.195564911
Bckdk,-339.5844037,-339.584458,5.43E-05,0.994121785,1,Itgav,0.4249502
Scmh1,-445.7969993,-445.8078235,0.010824164,0.917138208,1,Ech1,0.180824549
C920006O11Rik,-132.0852126,-132.0852121,-4.55E-07,1,1,Oxa1l,0.514728417
9330151L19Rik,-209.0064358,-209.006409,-2.68E-05,1,1,Stard7,0.474946914
Afap1l1,-323.8434708,-324.0205199,0.177049103,0.673921556,1,Atxn7l1,2.390773986
Stat6,-174.6363646,-174.6721099,0.035745287,0.850042469,1,Pspc1,1.277200194
Cd276,-212.5798743,-212.7624889,0.182614594,0.669135862,1,Glrx5,0.00103012
Mall,-42.9920194,-43.74438013,0.75236073,0.385729837,1,Mmd,1.179551535
Pnoc,-225.6731541,-225.6731552,1.13E-06,0.999153041,1,Rps26,0.016891172
Zfp217,-118.4397783,-118.7002293,0.260450965,0.609810505,1,Arih2,0.114287113
Aco1,-340.8947218,-341.4116468,0.516925061,0.472156319,1,Rabggtb,0.121765468
Myd88,-178.9842411,-179.6848401,0.700598991,0.402582498,1,Rab5b,0.018430859
Grk5,-111.0645985,-111.0645983,-1.43E-07,1,1,Eif5,1.949739141
Ttc23,-88.99102376,-88.99103375,9.99E-06,0.997478368,1,Fibcd1,0.128336668
Phldb2,-311.5919378,-311.646485,0.054547172,0.815331739,1,Manbal,1.564173897
Chml,-369.4021633,-369.4021601,-3.19E-06,1,1,Ctbp1,0.124488222
Gemin4,-189.8271329,-190.8575808,1.030447888,0.310053495,1,Rplp1,0.137201968
Entpd1,-239.2802436,-239.2803058,6.21E-05,0.993711306,1,AI414108,2.661215937
1110015O18Rik,-37.82019981,-37.82035858,0.000158774,0.98994648,1,Rasa4,0.321383284
Fbxo32,-264.2074389,-264.6375274,0.430088462,0.511945544,1,Creb3,0.369231297
Kcnh4,-146.2312087,-146.2312081,-5.40E-07,1,1,Sgsm1,1.298560429
Col12a1,-317.3247272,-317.8055091,0.480781921,0.488068352,1,Srp19,0.585361007
Cacna2d2,-289.0937534,-289.0937523,-1.14E-06,1,1,Abat,0.000964011
Icam2,-111.7803273,-111.7803281,8.05E-07,0.999284281,1,Sh3pxd2b,0.035225596
Cnot6,-251.7154084,-251.7154072,-1.19E-06,1,1,Btf3l4,0.389603561
Arhgap18,-114.5626841,-114.5626838,-3.05E-07,1,1,Utp18,1.204542119
Stat1,-377.1625621,-377.5561273,0.39356516,0.53043133,1,Araf,1.087529025
Rbm19,-174.2887436,-174.2887429,-6.94E-07,1,1,Agfg1,0.001742602
2610204G22Rik,-53.14557254,-53.1453208,-0.000251744,1,1,Ppp1r21,1.29332307
Sfpi1,-64.78840461,-64.78838835,-1.63E-05,1,1,Prss23,2.046338896
Ehbp1l1,-104.8644521,-104.8644522,3.00E-08,0.999861695,1,Stat3,0.886727991
Kcnk12,-165.1969225,-165.196925,2.50E-06,0.998738278,1,Camk2n1,0.950234183
Daam2,-298.5669226,-298.6628708,0.095948191,0.756747236,1,Spryd7,0.189511625
Rnf168,-366.2557598,-366.2557677,7.92E-06,0.997754395,1,Mtmr6,4.17262612
Ifitm1,-150.4511471,-150.4638864,0.012739292,0.910134831,1,Htra1,1.94898576
Cnga2,-111.5523787,-111.9875409,0.435162196,0.509466748,1,Prex2,0.029796523
Gcc1,-250.8003105,-251.8614721,1.061161567,0.302950408,1,Mvd,0.191415395
Actr5,-173.0606987,-173.111872,0.051173277,0.821034117,1,Zic2,1.634855692
Cxcr5,-212.9073114,-212.9102799,0.002968425,0.956550149,1,Osgin2,1.272539792
Hic2,-129.9736968,-129.9736978,1.07E-06,0.999174569,1,Cadm4,0.464467632
Alkbh7,-272.5822892,-272.9577398,0.375450593,0.540048115,1,Sirpa,2.7604195
Ubxn2a,-221.1735165,-221.298434,0.124917491,0.723761087,1,Pcgf1,0.122414011
Zfp959,-72.03245703,-72.03166685,-0.000790177,1,1,Pelo,0.0798426
Fzd5,-62.24826833,-62.25329842,0.005030089,0.943458944,1,Mettl15,0.300117441
Cckbr,-406.4996296,-406.4996276,-2.01E-06,1,1,Hnrnph2,1.064954488
Mboat2,-417.1528965,-417.6112388,0.458342344,0.498399701,1,Blcap,1.302142281
Enox1,-291.2520593,-291.2606824,0.008623161,0.926014007,1,Svop,0.107333374
Heatr6,-302.9655682,-303.4153537,0.449785486,0.502436841,1,Rbx1,2.260562597
N4bp1,-285.179809,-285.1798055,-3.50E-06,1,1,Spag9,1.455744464
Ncstn,-396.8414446,-397.0423617,0.200917084,0.653981618,1,Cd34,0.930238386
Rnf130,-365.1371047,-365.4998821,0.362777401,0.54696777,1,Zdhhc4,0.038184614
Pex5l,-393.0168038,-393.0168007,-3.10E-06,1,1,Cyb5b,0.242618328
Nup210,-272.5931873,-272.5931876,2.84E-07,0.999574919,1,Cct2,0.001336276
Golga5,-239.7901208,-239.8290182,0.038897422,0.843652021,1,Tnks2,0.023545032
Htr5a,-155.1220421,-155.3894981,0.267456012,0.605043428,1,A230050P20Rik,0.31382396
Glmn,-148.4576967,-149.8818162,1.424119575,0.23272653,1,Robo2,0.041663177
Tex30,-160.368491,-160.4174161,0.048925132,0.824944291,1,Slc22a17,0.015823734
Phc1,-390.6982037,-390.6982035,-2.04E-07,1,1,Serbp1,0.011158291
Fkbp15,-231.8999093,-231.9591263,0.059216975,0.807737851,1,Arfgef2,0.186072226
Lyplal1,-142.3077165,-142.3095201,0.00180357,0.966125253,1,Ppp1cc,0.193614949
C330018D20Rik,-80.65994109,-80.66022262,0.000281531,0.986613006,1,Egfl7,2.150856856
Rbm12b1,-232.0213084,-232.1981689,0.176860498,0.674085278,1,Slc25a4,0.215708368
Vwc2l,-37.79747826,-38.11014034,0.312662086,0.576051199,1,Pde1b,5.557341397
Papss2,-280.4025897,-280.4025882,-1.51E-06,1,1,Cds1,2.078583578
Gpr137b-ps,-333.2975899,-336.7810459,3.483456031,0.061985158,1,Fam32a,1.461682382
2900055J20Rik,-27.83637423,-27.9649943,0.128620069,0.719867111,1,9330159F19Rik,1.375599022
Nfatc3,-316.9410915,-317.065931,0.124839558,0.723843742,1,Spg20,2.244443818
Hyi,-189.9192057,-189.9192056,-7.81E-08,1,1,Fnta,0.386680967
Shf,-222.570277,-222.5804601,0.010183064,0.919620976,1,Gria1,0.007639519
Rell1,-304.0905315,-304.1993992,0.108867714,0.741436928,1,Parp14,4.286088658
Dennd4b,-351.6196152,-351.6196148,-4.57E-07,1,1,2610020H08Rik,0.045022289
Flnc,-54.51223374,-54.51232945,9.57E-05,0.992194021,1,Pitpna,2.062256332
A830009L08Rik,-97.08252605,-97.08252395,-2.10E-06,1,1,Cox5a,0.006784254
H2-DMa,-144.0610999,-144.0847474,0.023647489,0.877785254,1,Wars,0.366164446
Rps19bp1,-388.6185785,-391.5429412,2.924362666,0.087251672,1,Eif3k,0.68506401
Zfp703,-359.2991541,-359.3855677,0.086413628,0.76878698,1,Ypel3,0.000964011
Pcdhb17,-367.5680851,-368.0294863,0.4614012,0.496969848,1,Abhd12,0.048294663
Zfp472,-154.7985534,-155.5613459,0.762792529,0.382456018,1,Sptlc1,0.176766126
Car4,-245.9316776,-245.9316764,-1.23E-06,1,1,Nubp2,0.512762791
Bpifb3,-146.3208737,-146.3208721,-1.63E-06,1,1,Grasp,0.414673172
3632454L22Rik,-24.43395926,-24.49759927,0.063640014,0.800832587,1,Arl6ip1,1.33253327
Zfp3,-233.4124673,-234.0740695,0.661602209,0.415994873,1,Fam131b,0.118214221
Tssc4,-322.2650276,-325.0314891,2.766461542,0.096258735,1,Plekha5,0.150258661
Pus7,-253.5817313,-253.8829092,0.301177883,0.583144935,1,Hist1h2ae,0.967139737
Aspdh,-129.747892,-129.7478919,-1.22E-07,1,1,Mir684-1,0.341807431
Oxld1,-190.8562318,-190.8562816,4.98E-05,0.994370689,1,Hsdl2,0.007965777
Clybl,-225.9848371,-226.0357125,0.050875355,0.821547032,1,Nvl,0.216537642
Kcnf1,-224.4985789,-225.5448957,1.046316824,0.306356883,1,Smndc1,0.43316553
Pgam5,-392.330662,-392.4172808,0.086618788,0.768520497,1,Epm2aip1,1.124178264
1810030O07Rik,-322.2070329,-322.2070316,-1.28E-06,1,1,Spon1,0.830287984
Tmtc2,-236.1882774,-236.1882752,-2.14E-06,1,1,Pcdh20,0.018054494
Cul2,-378.5408553,-378.6173705,0.076515258,0.782076579,1,Ttyh1,0.061887149
Emid1,-135.4904532,-135.6390981,0.148644974,0.699833647,1,Agpat3,0.013723945
Adamts4,-19.86563505,-19.86563611,1.06E-06,0.999178733,1,Trh,0.001919049
Zfp282,-225.399028,-225.737113,0.338085059,0.560936653,1,Fscn1,0.052336137
Ikbkg,-279.4375687,-279.4375685,-2.42E-07,1,1,Ipo11,1.484994527
Obfc1,-115.9560919,-115.9697159,0.013624049,0.907080275,1,Rab4b,0.012173439
Klhl32,-137.5887041,-138.3355026,0.746798477,0.387491749,1,Spata2l,0.290360482
2510002D24Rik,-219.1303791,-219.1437008,0.013321675,0.908112577,1,Ctsa,0.063576864
Chst7,-78.56270446,-78.57275043,0.010045971,0.920162052,1,Add2,0.510573041
Nphp4,-164.0442547,-164.0442538,-9.64E-07,1,1,Zfp62,0.007360145
Irf2bp1,-393.5588251,-395.0620208,1.503195647,0.220180313,1,Capn10,0.089868084
Armc5,-260.1290656,-260.1295243,0.00045867,0.98291335,1,Sec14l1,0.194473689
1500015A07Rik,-109.266585,-109.5105388,0.243953778,0.621364959,1,Cox7a2,3.431639371
Rundc3b,-189.9426587,-190.0393788,0.096720103,0.755801718,1,S1pr1,0.685323997
Olig2,-328.49001,-329.1475166,0.657506655,0.41744157,1,Fam102b,0.130396403
P2ry6,-67.38403536,-67.38403523,-1.29E-07,1,1,Cited4,0.462241466
Vti1a,-253.5773842,-253.945731,0.368346821,0.543906774,1,Nt5c,0.022826289
Itgb8,-116.0236111,-116.0236176,6.53E-06,0.997961337,1,Mllt11,0.001548635
4933422A05Rik,-17.17872603,-17.17868984,-3.62E-05,1,1,Syt3,0.601492848
Mfsd1,-304.8157499,-304.8157475,-2.40E-06,1,1,Pigo,0.270514559
Evc,-143.6757833,-143.6757806,-2.74E-06,1,1,Ifi27l1,2.554854982
Rab39,-68.8526752,-68.85267483,-3.76E-07,1,1,Matr3,0.113488873
Zbtb20,-208.0034764,-209.0190019,1.015525419,0.313582749,1,Dhx15,0.059241922
Clec7a,-26.7767975,-26.77679521,-2.29E-06,1,1,Sspn,0.051663634
Arhgap25,-56.92968039,-56.92969824,1.79E-05,0.996628833,1,Emc6,0.135499054
Fadd,-83.63904045,-83.63905989,1.94E-05,0.9964821,1,Cacng5,1.056723989
Gpr75,-143.2489311,-143.2489302,-9.27E-07,1,1,Ndufb9,0.00174304
Tnr,-79.44660816,-79.44660836,1.95E-07,0.999647859,1,Mef2c,0.079461955
Cep250,-252.684605,-252.776741,0.092136014,0.761479019,1,Ctdnep1,0.004059357
Med4,-293.1257513,-294.8500959,1.724344584,0.189134761,1,Gopc,0.63433443
Fam115a,-97.18710775,-97.18710681,-9.41E-07,1,1,Fem1b,0.059064562
Nubp1,-232.2877112,-232.2877105,-7.03E-07,1,1,Ccdc28b,1.159726383
Nxph1,-193.9410262,-193.9410325,6.33E-06,0.997992407,1,Gabarap,0.001140337
Apbb1ip,-148.8677814,-148.9825059,0.114724461,0.73482821,1,Ubr5,3.652562754
Zfp467,-322.8713695,-322.8713677,-1.76E-06,1,1,Zfp532,1.651259389
Hpn,-34.0016925,-34.00169226,-2.44E-07,1,1,Psmd4,1.701280995
Pdcd2,-303.2362024,-303.236201,-1.32E-06,1,1,Mrpl20,0.107737935
Isy1,-250.5057197,-250.881376,0.375656259,0.53993715,1,Suz12,0.583824443
Brd8,-364.6473745,-364.7195409,0.072166356,0.788208294,1,Tmem106b,1.754079717
Mpzl1,-373.1039854,-373.1039851,-3.76E-07,1,1,AI837181,4.154725191
Foxn3,-223.2305445,-223.3001621,0.069617613,0.79189435,1,Thy1,0.00154082
Kcnc4,-211.7400486,-211.7400455,-3.07E-06,1,1,Gclc,0.042327837
Zfp105,-153.3857962,-153.385796,-2.47E-07,1,1,Srp54a,0.334508453
9630013A20Rik,-133.6363256,-133.6363239,-1.63E-06,1,1,Fam114a2,0.909200089
Pim1,-52.72140133,-52.72535727,0.003955938,0.94984912,1,Nras,0.161355
Pigs,-135.1340599,-135.1427832,0.008723328,0.925586779,1,Syn2,1.409623499
Cenpq,-99.29780621,-99.53945161,0.241645401,0.623020237,1,Neto1,0.423915525
Rpa3,-119.7094647,-120.0714306,0.361965887,0.547416454,1,Shfm1,0.476872533
Zbtb46,-31.13181002,-31.13181002,-2.02E-09,1,1,Slc25a28,0.417069276
Arfgap3,-322.8343056,-322.9588651,0.124559479,0.724141032,1,Unc79,0.01728231
Ppp1r12c,-525.0629157,-525.0629774,6.17E-05,0.993735186,1,Kat2b,1.299562635
Gm10548,-33.78276319,-33.78307621,0.000313021,0.985884248,1,0610010K14Rik,0.089839142
Ptpn9,-420.4430269,-420.4431487,0.000121777,0.99119533,1,Larp1b,0.104162792
Mtr,-43.29368225,-43.29368233,8.54E-08,0.999766868,1,Ept1,0.000965906
2310022A10Rik,-129.0006021,-129.0006008,-1.33E-06,1,1,Tmem80,0.033616218
Zbtb11,-480.5784055,-480.6030305,0.024624993,0.875305118,1,Cdk5rap2,0.440771238
Ephb3,-122.5931034,-122.8464995,0.253396123,0.61469385,1,Acsbg1,0.038424451
Nupr1l,-48.58074934,-48.61275555,0.032006211,0.858014026,1,Supt4a,0.169541965
Ppwd1,-169.1422028,-169.1656183,0.023415512,0.878381495,1,Rph3a,1.013286555
Ulk4,-83.03200089,-83.03200064,-2.47E-07,1,1,Sh3gl3,1.091306709
Phactr4,-269.7342524,-270.538788,0.804535655,0.369740734,1,Arhgdia,3.941064636
Nudt16,-279.9264519,-280.0383124,0.111860406,0.73803595,1,2410018M08Rik,0.807344715
Impa2,-105.3422017,-105.3422016,-1.18E-07,1,1,Fbxo11,0.249752258
2700062C07Rik,-248.1730521,-248.1730523,1.57E-07,0.999683551,1,Il34,0.053667876
3110035E14Rik,-180.5315093,-180.7596938,0.22818445,0.632873311,1,Mon1b,0.006207707
Atf6,-323.9367085,-324.813098,0.876389502,0.349192476,1,Col19a1,0.071322928
Vprbp,-323.0647036,-323.1637067,0.099003158,0.753029178,1,Tnfrsf1a,0.381371067
Noxo1,-84.88572675,-85.01903289,0.133306133,0.715028457,1,Pygo2,0.022109205
