,Dynamic_model_log_likelihood,Constant_model_log_likelihood,log_likelihood_ratio,lengthscale,,pval,q value,BIC_periodic,BIC_linear,BIC_rbf
Clca2,-33.55939107,-33.57433911,0.014948035,1.714410721,,0.902691402,1,89.39140563,83.8307248,89.36150866
Mettl17,-215.7799924,-215.8069051,0.026912727,0.000399621,,0.869691005,1,453.8565378,448.295856,453.8027113
H2-Eb1,-154.5684895,-155.0110956,0.442606134,1.588055819,,0.50586726,1,332.264919,326.704237,331.3797055
Bcl2a1a,-41.49883642,-41.57512127,0.076284851,2.965153018,,0.782396666,1,105.3929685,99.8322864,105.2403994
Wfdc17,-50.37164173,-50.42751271,0.055870974,0.94702598,,0.813145249,1,123.0977492,117.537068,122.98601
Gm13031,-87.32731057,-87.36572182,0.038411249,1.874610167,,0.844619653,1,196.97417,191.413488,196.8973477
Irx3,-21.16791924,-21.16785456,-6.47E-05,0.419567873,,1,1,64.57843635,59.0177548,64.578565
Icmt,-248.4367387,-248.6418753,0.205136568,1.593286864,,0.650606316,1,519.5264775,513.965797,519.1162039
Apoc1,-198.6666009,-200.8331617,2.166560765,2.452381816,,0.141041356,1,423.9090513,418.348367,419.5759283
Inmt,-112.4010378,-112.4010371,-6.56E-07,0.000224312,,1,1,247.0448007,241.484119,247.0448021
Neu2,-57.06032305,-57.06032399,9.37E-07,0.12218634,,0.999227609,1,136.3633714,130.80269,136.3633726
Itpripl1,-118.5888417,-119.144449,0.555607261,1.545630081,,0.456035578,1,260.5316242,254.970945,259.4204099
Gstm7,-35.64360853,-35.64335135,-0.000257178,0.409407874,,1,1,93.52942905,87.9687487,93.52994358
Bub1,-17.04532973,-17.04529538,-3.43E-05,0.980313851,,1,1,56.33331757,50.7726364,56.33338598
Mcm8,-132.8797091,-133.645435,0.765725948,3.358812852,,0.381542521,1,289.5335955,283.972916,288.0021447
Zfp442,-22.37716194,-22.37715697,-4.97E-06,0.04395504,,1,1,66.99704057,61.4363591,66.9970504
Pygo1,-81.3349991,-81.37968114,0.044682041,1.394380436,,0.832589772,1,185.0020871,179.441416,184.9127247
1700112E06Rik,-33.17772187,-33.17772167,-1.99E-07,0.000910187,,1,1,88.59816986,83.0374882,88.59817026
Muc5b,-19.33482576,-19.33482635,5.88E-07,0.293931264,,0.999388172,1,60.91237952,55.3516975,60.91237804
Flt4,-125.9583195,-126.1573588,0.199039312,3.106022506,,0.655497406,1,274.5574449,268.996763,274.1593655
Mab21l1,-83.72255907,-83.722859,0.000299929,0.304664252,,0.986182566,1,189.6884406,184.127759,189.6878447
Shc2,-34.87067254,-34.8706722,-3.39E-07,4.893834568,,1,1,91.984071,86.4233893,91.9840716
Zfp658,-51.52530208,-51.82499052,0.299688439,3.393198773,,0.584077807,1,125.8927072,120.332026,125.2933307
Vwf,-142.5467317,-144.0993922,1.552660555,1.462603681,,0.2127431,1,310.4415104,304.880829,307.3361899
Mfhas1,-225.4224157,-225.4294066,0.006990928,1.244819285,,0.933365108,1,473.1015174,467.540835,473.0875579
Akr1c14,-75.05504475,-75.05527368,0.000228934,0.271721909,,0.987928006,1,172.3532734,166.792593,172.352816
Gprc5c,-85.10154703,-86.91112487,1.809577837,4.377312508,,0.178558881,1,196.0636047,190.504303,192.4458206
Bdnf,-157.1098701,-157.2226249,0.112754833,2.689007745,,0.737029334,1,336.6879759,331.127294,336.4624667
B4galt1,-124.2843161,-124.2843143,-1.77E-06,2.052425283,,1,1,270.8113551,265.250673,270.8113587
4930594C11Rik,-87.66301206,-87.74409845,0.081086388,1.037040618,,0.775830535,1,197.7309237,192.170242,197.5687506
Nfx1,-169.5825773,-169.6318967,0.049319362,0.955452683,,0.824251894,1,361.5065221,355.94584,361.4078811
Nthl1,-74.89616504,-74.89616456,-4.79E-07,0.005129528,,1,1,172.0350554,166.474374,172.0350566
Jrkl,-244.471514,-244.5090791,0.037565102,0.849861621,,0.84631903,1,511.2608807,505.700199,511.1857545
Ramp3,-97.62109657,-97.62109625,-3.22E-07,0.032371426,,1,1,217.484919,211.924237,217.4849197
She,-122.0098148,-122.1742167,0.164401854,2.377800901,,0.685135752,1,266.5911601,261.03048,266.2623561
Cysltr1,-68.31745784,-68.33026979,0.012811948,0.015123325,,0.909880023,1,158.9032662,153.342584,158.8776422
Il4ra,-79.26355786,-79.63395595,0.370398095,1.343241077,,0.542787352,1,181.5106382,175.949957,180.7698422
Rbm4b,-145.7875226,-145.8195469,0.0320243,0.022557365,,0.857974334,1,313.8818173,308.321136,313.8177717
Ago3,-125.9803957,-125.9886872,0.008291439,1.37674158,,0.927447029,1,274.2201004,268.659419,274.2035179
Retsat,-171.4818955,-171.5224704,0.040574881,0.009089192,,0.840360736,1,365.2876673,359.726986,365.2065175
Espl1,-28.86693684,-28.93053037,0.063593533,1.587678152,,0.800903805,1,80.10378303,74.5431021,79.9766002
Bpifa1,-95.13099254,-96.37735741,1.246364878,2.445493135,,0.264247903,1,214.9974414,209.43676,212.5047116
Fkbp10,-202.41601,-202.4160101,1.69E-07,6.471188785,,0.999672108,1,427.0747474,421.514066,427.0747465
Adam8,-157.3536283,-157.3536302,1.92E-06,0.108523841,,0.998893924,1,336.949987,331.389305,336.9499831
Bmper,-163.1913926,-163.7382956,0.546902988,2.199960916,,0.4595859,1,349.7193176,344.158636,348.6255117
Psmb11,-106.8896508,-109.8695302,2.979879368,2.453970537,,0.084305556,0.897628621,241.9817866,236.421105,236.0220281
Alg10b,-122.491654,-122.6835086,0.191854573,0.178323259,,0.661377534,1,267.6097433,262.049062,267.2260345
Rtp4,-160.0036792,-160.0036814,2.17E-06,0.002401286,,0.998824223,1,342.2500834,336.689402,342.2500849
Shpk,-164.3317,-168.1586088,3.826908796,2.156580642,,0.05043587,0.647732572,358.5599434,352.999262,350.9061265
Tmem48,-91.01377265,-91.89241588,0.878643228,3.861160992,,0.348573558,1,206.027558,200.466878,204.2702718
Pisd-ps2,-113.5676812,-113.5676804,-8.42E-07,0.00193102,,1,1,249.3780874,243.817406,249.3780889
Urb1,-188.2647723,-188.2647697,-2.65E-06,0.652064964,,1,1,398.7722658,393.211584,398.7722711
Crybb1,-111.7591079,-111.7591178,9.94E-06,0.002991056,,0.997484163,1,245.760962,240.20028,245.7609423
Pdlim2,-216.1214714,-216.1739963,0.052524884,0.000316536,,0.818726623,1,454.5907187,449.030039,454.4856693
Slc16a9,-54.22704795,-54.252317,0.025269052,1.519195272,,0.873698478,1,130.7472693,125.186588,130.6968224
Slc25a36,-195.7874543,-195.922115,0.134660757,2.293725783,,0.713647722,1,414.0869563,408.526275,413.8176351
Zfp157,-293.2365801,-293.3149817,0.078401599,0.008377897,,0.779475314,1,608.8726903,603.312012,608.7158867
Cdh15,-72.06123871,-72.77248087,0.711242157,1.325784369,,0.399031754,1,167.7876883,162.227007,166.3652039
Kif18a,-29.73174469,-29.73174359,-1.11E-06,0.895507428,,1,1,81.7062123,76.1455301,81.7062159
Slc45a3,-16.51701928,-16.89408118,0.3770619,4.855770148,,0.539179867,1,56.03088095,50.4701994,55.27676508
Radil,-251.7838417,-251.8112776,0.027435872,0.857684985,,0.868442019,1,525.8652821,520.304601,525.8104099
Trim25,-48.33413067,-48.89817082,0.564040146,5.088290134,,0.452636971,1,120.039005,114.478228,118.9109879
Carm1,-32.71578791,-32.71578774,-1.69E-07,0.020636465,,1,1,87.674302,82.1136204,87.67430234
Mmrn2,-97.88948726,-98.55169404,0.662206785,2.476366585,,0.415781945,1,219.3461144,213.785434,218.021701
Dnaaf3,-43.39451318,-43.39451235,-8.31E-07,0.004808246,,1,1,109.0317512,103.47107,109.0317529
Rasl2-9,-47.73884507,-47.73884415,-9.22E-07,0.00014141,,1,1,117.7204148,112.159733,117.7204167
Gtpbp3,-121.1577293,-121.5944915,0.436762237,3.101075072,,0.50868934,1,265.4317068,259.871025,264.5581851
Angptl4,-241.628513,-256.2114923,14.58297928,2.506262998,,0.000134121,0.006130191,534.6657276,529.105027,505.4997525
Fsd1,-244.8087223,-244.8087221,-2.54E-07,0.002746586,,1,1,511.8601703,506.299489,511.8601711
Bnc2,-65.1270847,-65.28158519,0.154500497,1.574316764,,0.694271096,1,152.8058967,147.245215,152.4968959
Ebpl,-218.9211445,-219.3898959,0.468751388,2.027337723,,0.49356215,1,461.022518,455.461836,460.0850155
Fank1,-98.31167287,-98.46369219,0.15201932,2.832103674,,0.696613045,1,219.1701073,213.609426,218.8660723
Utp20,-202.0799332,-202.3229045,0.242971286,3.110632219,,0.622068284,1,426.8885376,421.327862,426.4025929
Slc12a8,-73.0343621,-73.03436901,6.91E-06,0.003826888,,0.99790264,1,168.3114641,162.750783,168.3114507
Camp,-65.33529483,-65.34403068,0.008735851,3.787687275,,0.92553354,1,152.9307874,147.370106,152.9133162
Nr1h3,-73.86057941,-73.86521864,0.004639235,0.71756214,,0.945696531,1,169.973165,164.412483,169.9638853
Gm20748,-66.76907123,-67.72277851,0.953707279,3.038822098,,0.328777433,1,157.688282,152.127601,155.780869
Pard3b,-120.5323646,-120.7502287,0.217864149,1.443101136,,0.640672171,1,263.7431799,258.182498,263.3074557
Plekhf1,-80.16798121,-80.46354594,0.295564724,1.521224627,,0.586676395,1,183.1698179,177.609138,182.5786889
Col8a1,-103.0913303,-103.1033733,0.012043077,0.001152845,,0.912614819,1,228.4494748,222.888793,228.4253871
Pth1r,-89.30872942,-89.31190329,0.003173871,0.200022349,,0.955073249,1,200.8665323,195.305851,200.8601854
Xrcc6,-331.2247967,-331.6562874,0.431490637,1.085185187,,0.51125842,1,685.5553018,679.99462,684.6923199
Anln,-224.588916,-226.7263721,2.137456152,1.392641857,,0.143740071,1,475.6954715,470.134789,471.4205585
Pald1,-112.8042024,-112.9135981,0.109395748,0.578939893,,0.740833119,1,248.0699187,242.509236,247.8511313
Wdr73,-180.8914949,-180.9086633,0.017168358,1.37727851,,0.895753094,1,384.2475395,378.499371,384.0257163
Synpo2,-91.00940727,-91.00940657,-7.04E-07,0.13953845,,1,1,204.2615395,198.700858,204.2615411
Sh2b3,-159.8910262,-160.6563863,0.765360081,1.491888791,,0.381656287,1,343.5554994,337.994818,342.0247789
Cdc14b,-216.2598228,-216.2598226,-1.75E-07,0.304501711,,1,1,454.7623717,449.20169,454.7623721
Rltpr,-128.5478647,-128.5571692,0.009304469,0.642672243,,0.923155501,1,279.3570655,273.796384,279.3384559
Atad5,-161.9253878,-161.9253871,-7.48E-07,0.000600359,,1,1,346.0935006,340.532819,346.0935021
Pigz,-59.42103662,-59.49630075,0.075264125,1.200887623,,0.783820982,1,141.2353282,135.674646,141.0847998
Cep85l,-74.62925753,-74.94516685,0.315909322,2.006324964,,0.574076426,1,172.1330605,166.572383,171.5012416
Zfp82,-90.42761507,-90.42950116,0.001886082,0.586790423,,0.965359523,1,203.1017294,197.609327,203.0979567
Cmya5,-128.5902326,-128.7885359,0.198303271,0.946656896,,0.656093896,1,279.8197993,274.259117,279.4231917
Lcn2,-28.04287188,-28.04288702,1.51E-05,0.011292514,,0.996895206,1,78.32851636,72.7677833,78.32847028
Kirrel,-126.3445564,-131.3042996,4.959743204,2.234450127,,0.02594406,0.399899154,284.8513263,279.290648,274.9318393
Rec8,-214.9228164,-215.1329241,0.210107657,0.762579926,,0.646683037,1,452.5085743,446.947893,452.0883593
Isg15,-90.30308724,-90.3470865,0.043999262,2.205715091,,0.833854985,1,202.9368996,197.376218,202.848901
Nlrx1,-80.80074498,-80.8007448,-1.78E-07,6.84E-06,,1,1,183.8442161,178.283535,183.8442165
Arhgap10,-197.4237632,-197.423763,-1.57E-07,0.002306464,,1,1,417.0902493,411.529568,417.0902529
Adm,-131.9971562,-132.0504471,0.053290994,0.009406858,,0.817432561,1,286.3436202,282.399607,286.2370389
Poll,-97.45105179,-97.45105093,-8.53E-07,0.016009232,,1,1,217.1448315,211.584147,217.1448301
Rps4y2,-252.7280039,-252.758361,0.030357007,1.000592293,,0.861682648,1,527.7594484,522.198767,527.6987343
Batf3,-123.6342498,-123.8315545,0.197304617,1.147668766,,0.656905335,1,269.9058344,264.345153,269.5112261
E4f1,-128.8141593,-128.8963642,0.082204922,0.141496333,,0.774331311,1,280.0354551,278.016997,279.8710451
Fastkd1,-83.05686413,-83.05686389,-2.41E-07,0.000707684,,1,1,188.3564543,182.795773,188.3564548
Cmtm8,-92.80011658,-92.80011626,-3.13E-07,0.009936946,,1,1,207.84296,202.282278,207.8429597
Ercc6l2,-260.9977519,-260.9977516,-3.13E-07,0.003707533,,1,1,544.2382297,538.677548,544.2382303
5730403I07Rik,-123.0476706,-123.688844,0.641173366,2.75367029,,0.423286223,1,269.6204126,264.059731,268.3380677
Cebpa,-116.5952755,-116.7037788,0.108503284,1.014683755,,0.741854602,1,255.6502843,250.089603,255.4332775
Slc2a6,-210.1989054,-210.1990257,0.00012026,0.911763858,,0.991250336,1,442.6407785,437.080096,442.6405373
Rcsd1,-111.6838983,-111.7113611,0.027462777,2.010619625,,0.868378116,1,245.6654485,240.104767,245.6105231
Mgam,-115.9264655,-115.9543206,0.027855148,1.492755546,,0.867449822,1,254.1513679,248.590686,254.0956575
Ipp,-125.53678,-125.5416422,0.004862208,0.001414693,,0.944408933,1,273.3260137,267.765332,273.3162865
Tenm2,-239.2684545,-239.2684548,2.75E-07,0.560968914,,0.999581667,1,500.7796362,495.218955,500.7796355
Isoc2b,-104.3094151,-104.3188833,0.009468188,0.032327923,,0.922484493,1,230.8804934,225.319812,230.8615567
Snapc1,-306.3713934,-306.4559771,0.084583641,0.67175691,,0.771179299,1,635.1548303,629.59415,634.9855133
D330050G23Rik,-66.28001235,-66.32838552,0.048373176,0.081434861,,0.825918641,1,154.899498,149.338816,154.8027512
Adam12,-96.25743526,-96.42587971,0.168444449,2.700936617,,0.681497991,1,215.0944857,209.533805,214.757597
Tbxa2r,-54.94278456,-54.9420738,-0.000710764,1.271449225,,1,1,132.126875,126.566197,132.1282956
Efhc2,-38.63861138,-38.63857893,-3.24E-05,0.753043317,,1,1,99.51988417,93.9592033,99.51994928
Zfp521,-215.8441166,-216.7372069,0.893090277,2.13319045,,0.344641244,1,455.7171409,450.156459,453.9309597
Zcchc16,-87.29439138,-87.2945104,0.000119015,0.278735671,,0.991295744,1,196.8317485,191.271067,196.8315093
Fcgr2b,-181.4655409,-185.0487538,3.583212917,1.729050579,,0.058366163,0.708285245,392.3402348,386.779553,385.1738083
Gm9776,-80.55036745,-80.55036742,-3.25E-08,0.000510497,,1,1,183.3434613,177.78278,183.3434614
Senp8,-161.387091,-161.3900573,0.002966301,0.532273558,,0.956565683,1,345.022841,339.462159,345.0169085
Mfsd9,-128.0375902,-128.3716319,0.334041663,1.381635846,,0.563288847,1,278.986,273.425318,278.3179069
Cwf19l1,-161.3569478,-161.3569425,-5.33E-06,1.22729676,,1,1,344.9566066,339.395925,344.9566221
Msantd1,-77.46043664,-77.46022958,-0.000207062,0.309073237,,1,1,177.1631846,171.602505,177.1635998
Mettl3,-129.1538074,-129.1536904,-0.000116919,0.258325026,,1,1,280.5501099,274.989389,280.5503413
Vsig10,-71.82283883,-71.82283729,-1.55E-06,0.012893176,,1,1,165.8884012,160.32772,165.8884042
Slc16a11,-163.4906471,-163.922945,0.432297902,1.507992028,,0.510863552,1,350.0886163,344.527935,349.2240207
Padi2,-133.7840445,-133.7840431,-1.44E-06,0.001405502,,1,1,289.8108121,288.382084,289.8108155
Ltc4s,-101.6846734,-104.189107,2.504433534,2.059004257,,0.113526299,1,230.620818,226.05866,225.6120733
Thsd1,-122.064209,-122.0642085,-5.36E-07,0.000492289,,1,1,266.3711448,260.810462,266.3711445
Xkrx,-112.7885293,-112.7885285,-8.09E-07,0.000561784,,1,1,247.8197836,243.06765,247.8197851
Adat3,-62.45794387,-62.48847293,0.03052906,1.533240111,,0.861295197,1,147.2196721,141.65899,147.1586143
Aste1,-180.7203075,-180.7709764,0.050668957,0.821393177,,0.821903301,1,383.7846794,385.299132,383.6833415
Impad1,-310.7082333,-312.3614105,1.653177178,2.147776096,,0.198527051,1,646.9655466,641.404867,643.6591931
Scara5,-75.91144374,-76.80912967,0.897685925,2.671949566,,0.343402958,1,175.8609856,170.300305,174.065614
Pecr,-104.5365239,-104.5411958,0.004671959,0.023622938,,0.945505647,1,231.3251178,225.764437,231.3157743
Stra6,-142.8187235,-143.3232264,0.504502936,2.031606434,,0.477528225,1,308.8891797,303.328499,307.8801735
Zranb3,-99.06425862,-99.47635318,0.412094555,3.997191679,,0.520908302,1,221.1954309,215.63475,220.3712438
Kcne4,-40.37150463,-40.6167289,0.245224273,1.592190843,,0.620458072,1,103.4761844,97.9155026,102.9857358
Prelp,-175.8549221,-176.5949979,0.740075795,0.931051563,,0.389636599,1,375.432729,369.872047,373.9525707
Gm13845,-48.28850991,-48.28851014,2.23E-07,0.009763357,,0.999623563,1,118.8197464,113.259065,118.8197463
Neu4,-79.05366103,-79.05366047,-5.65E-07,0.002276352,,1,1,180.3500478,174.789366,180.3500486
Hoga1,-19.36742854,-19.36742909,5.48E-07,0.554719472,,0.999409402,1,60.97758506,55.416903,60.9775836
Paox,-44.64144893,-44.83905812,0.197609187,3.704772466,,0.656657601,1,111.9208398,106.360163,111.5256244
Fam174b,-277.8518888,-279.9090638,2.057174965,2.627013581,,0.151490799,1,582.0608549,576.500171,577.9465041
Eif2d,-245.7542561,-246.5305719,0.77631577,0.427477847,,0.378270282,1,515.3038703,509.743189,513.7512387
Tap1,-120.6739252,-121.5582137,0.884288579,1.685790403,,0.347029756,1,265.359154,259.798472,263.5905769
Rsph1,-98.43735606,-98.54430458,0.106948516,1.748931869,,0.743645317,1,219.3313353,213.770654,219.1174386
Kif22,-123.2702373,-123.8701085,0.599871147,1.576938574,,0.438627194,1,269.9829431,266.506539,268.7832011
Cnbd2,-56.28520003,-56.28519901,-1.02E-06,0.974116727,,1,1,134.8131246,129.252443,134.8131266
Ripk1,-177.2287638,-177.2287585,-5.35E-06,0.027569147,,1,1,376.7002441,371.139562,376.7002541
Esrrb,-24.84340979,-24.84326874,-0.000141048,0.470173312,,1,1,71.92926459,66.3685836,71.9295461
Peg3,-222.2609434,-222.2800584,0.019114982,1.178079494,,0.890037354,1,466.8029599,461.242161,466.7646133
Slit2,-71.3708063,-71.3852753,0.014469002,0.00378763,,0.904255672,1,165.0132765,159.452596,164.9843391
Gatc,-133.4726783,-133.473261,0.000582653,0.48538471,,0.980742373,1,289.1892485,283.628579,289.1880831
Gm14391,-56.9234559,-56.9234556,-3.06E-07,0.03543474,,1,1,136.0896377,130.528956,136.0896383
Gstm4,-102.7616753,-103.1926654,0.430990061,1.037780546,,0.51150354,1,228.6280576,223.067376,227.7660771
Bicd1,-232.3328833,-232.3328832,-2.15E-08,4.002537459,,1,1,486.9084958,481.347812,486.9084931
Gm10635,-41.46733195,-41.65018126,0.182849303,1.301715414,,0.668935943,1,105.5430889,99.9824073,105.1773904
Cast,-92.5759433,-92.58537922,0.009435924,0.019195641,,0.922616261,1,207.4134849,201.852803,207.3946131
Kl,-103.9402954,-103.9761469,0.035851534,0.007082201,,0.849822417,1,230.1950197,224.634338,230.1233173
Tppp3,-273.4138207,-273.7612083,0.347387681,1.061165691,,0.555595639,1,569.7651374,564.204455,569.0703679
Luc7l,-275.1270379,-275.1322749,0.005237049,0.014832386,,0.94230948,1,572.5072763,566.946594,572.4968023
Gm11944,-30.22154975,-30.22142838,-0.000121364,0.462224869,,1,1,82.68558442,77.1249033,82.68582602
Frmpd3,-37.86730736,-38.700878,0.833570634,3.801114201,,0.361242071,1,99.64448259,94.0838009,97.97734124
3110007F17Rik,-16.81654399,-16.81646729,-7.67E-05,0.57795596,,1,1,55.87566175,50.3149799,55.8758145
Il17rd,-137.264521,-137.2851648,0.020643811,5.32E-05,,0.885753526,1,296.8130561,291.252375,296.7717685
Agtrap,-164.6693533,-164.6693489,-4.32E-06,0.006857128,,1,1,351.5814266,346.261567,351.5814331
Dnajc25,-90.56577339,-90.75779441,0.192021013,1.16693653,,0.661239842,1,203.7583152,198.197634,203.3742733
Ccr1,-16.82604499,-16.90470612,0.078661128,1.657619609,,0.779120074,1,56.05213918,50.4914575,55.8948165
Dnmt3b,-69.57715393,-70.44494842,0.867794485,4.567796464,,0.351566613,1,163.132623,157.571941,161.3970344
Cd248,-48.06854025,-48.06854163,1.38E-06,2.071438327,,0.999064393,1,118.379807,112.819128,118.379807
Lect1,-82.08109897,-82.08109992,9.53E-07,7.546681223,,0.999221096,1,186.4049265,180.844245,186.4049245
Sncg,-79.95941321,-83.67015635,3.710743135,2.180947277,,0.054063316,0.67848548,189.5830463,184.022359,182.1615529
Coro2a,-45.54776588,-45.54776515,-7.26E-07,0.332057562,,1,1,113.3382581,107.777575,113.3382583
Impg2,-59.16914557,-59.16911151,-3.41E-05,2.049213603,,1,1,140.5809511,135.020272,140.5810177
Socs3,-111.7079443,-111.707944,-3.54E-07,0.029275687,,1,1,245.6586146,240.097933,245.6586151
Ribc1,-24.01684323,-24.01684742,4.20E-06,0.005200991,,0.99836519,1,70.27642089,64.7157393,70.27641298
Fancm,-165.8884494,-166.2559392,0.367489774,0.732183976,,0.544375746,1,354.7546037,349.193923,354.0196253
Crebl2,-111.9713799,-112.0381729,0.066793014,2.505155126,,0.796064691,1,246.3190718,240.758391,246.1854863
Tspan8,-59.36418157,-59.3907934,0.02661183,0.85338593,,0.870415035,1,141.0243131,135.463632,140.9710897
B230378P21Rik,-31.73411047,-31.74109967,0.006989196,1.144291243,,0.933373345,1,85.72492467,80.1642441,85.71094746
Slc29a4,-241.5019512,-241.5134403,0.01148913,5.86E-05,,0.914640344,1,505.2696099,499.708928,505.2466289
Nsmce1,-251.9409497,-252.3692699,0.428320169,0.505801625,,0.512814369,1,526.9812704,521.420584,526.1246259
Tfcp2,-164.6447275,-164.7124392,0.067711691,2.48740045,,0.794698165,1,351.6676051,349.977776,351.5321815
Lipo1,-99.9029755,-99.92312862,0.020153123,1.249521192,,0.887110263,1,222.0889838,216.528303,222.0486775
Tmem254a,-77.35251308,-77.38659339,0.034080307,1.069993745,,0.853536099,1,177.0159109,171.455232,176.9477527
Srd5a3,-176.5825353,-177.4268265,0.844291246,5.323081012,,0.358172349,1,377.0963779,371.535697,375.4077971
Tor3a,-117.5496321,-117.6466764,0.097044323,1.39522646,,0.755405814,1,257.5360798,251.975398,257.3419907
Mospd3,-177.1940538,-177.1940532,-5.53E-07,3.14E-05,,1,1,376.630833,371.070151,376.6308341
Zfp286,-168.1612127,-168.2232004,0.061987699,1.353790705,,0.803381442,1,358.6891278,353.128446,358.5651519
Plcd1,-110.9179914,-111.7415457,0.823554301,2.258108375,,0.364143017,1,245.7258159,240.165135,244.0787093
Tgif2,-93.25449061,-93.93567567,0.681185061,1.744844832,,0.409178951,1,210.1140786,204.553396,208.7517077
Cd38,-44.11036245,-44.10972686,-0.000635589,0.908247852,,1,1,110.4621809,104.9015,110.4634514
Itga4,-104.8070875,-104.8546469,0.047559407,2.443738703,,0.827365851,1,231.9520204,226.391339,231.8569015
Ccdc148,-96.26244849,-96.26261364,0.000165143,0.978914513,,0.98974684,1,214.7679538,209.207272,214.7676235
Kifc5b,-37.08740309,-37.08726539,-0.000137705,0.380496565,,1,1,96.41726914,90.8565762,96.4175327
Slc24a6,-47.58422892,-48.16473864,0.580509719,4.83487283,,0.446112597,1,118.572204,113.011524,117.4111844
Piga,-171.3876339,-171.9582678,0.570633853,1.598450133,,0.45000715,1,366.1592625,360.598582,365.0179943
Ccdc65,-47.1495536,-47.14938282,-0.000170789,0.161702665,,1,1,116.5414931,110.98085,116.5418337
Rgs5,-172.9913795,-173.3966091,0.405229591,1.791930509,,0.524400761,1,369.0359447,363.475263,368.2254855
Kctd20,-151.3753398,-151.3753392,-5.21E-07,0.775898372,,1,1,324.993405,319.432723,324.9934061
Ephb1,-176.8346484,-176.9085075,0.073859195,0.069024587,,0.785798503,1,376.0597411,370.499059,375.9120233
Sh3bgr,-189.4990116,-193.5545845,4.055572903,6.74442743,,0.044025778,0.587761932,409.3518981,403.791214,401.2407497
Hist2h2ac,-30.48616011,-30.48618993,2.98E-05,0.960787704,,0.995643037,1,83.21510695,77.6544249,83.21504674
Ifi47,-115.6151853,-116.120922,0.50573664,1.397201486,,0.476990279,1,254.48457,248.923889,253.4730971
BC049352,-77.32220756,-80.0672309,2.745023344,4.616687083,,0.097557652,0.965675901,182.3771898,176.816508,176.8871416
Rad52,-145.7151873,-145.7151871,-1.56E-07,1.454011767,,1,1,313.6731008,308.112419,313.6731011
5430435G22Rik,-55.03346627,-55.03346707,8.00E-07,0.000999083,,0.999286224,1,132.3096605,126.748978,132.3096591
Eci3,-54.81432576,-54.83578294,0.02145718,1.77096623,,0.88354035,1,131.9142919,126.353617,131.871378
S1pr5,-55.62806564,-55.63291118,0.004845535,1.069747189,,0.944504172,1,133.508549,127.947867,133.4988578
Ror2,-109.8238376,-109.8362506,0.01241299,0.002161458,,0.911288377,1,241.9152277,236.354546,241.8904017
Mfap1a,-244.9210603,-244.9210585,-1.76E-06,0.000164113,,1,1,512.0848443,506.524192,512.0848471
Dock6,-207.4826269,-207.4857504,0.003123455,1.789717253,,0.955431126,1,437.2142281,431.653546,437.2079803
Zbtb25,-169.187202,-169.5236221,0.336420113,1.770784747,,0.561902926,1,361.2899713,355.72929,360.6171305
1700019G24Rik,-35.36826229,-35.36791432,-0.000347972,0.493589048,,1,1,92.97855474,87.4178733,92.9792511
5430416O09Rik,-40.46872087,-41.66936329,1.200642413,3.554040827,,0.273193318,1,105.5814528,100.020771,103.1801683
Zc3h8,-176.7961504,-176.7961498,-5.75E-07,0.00088996,,1,1,375.8350261,370.274344,375.8350273
Slc19a3,-65.17006929,-65.17006898,-3.14E-07,0.439419281,,1,1,152.5828644,147.022183,152.5828651
Hspa1l,-161.1472723,-161.1472717,-6.14E-07,0.12153822,,1,1,344.5372702,338.976588,344.5372711
Otx1,-90.17736039,-90.19468922,0.017328833,1.232093888,,0.895269816,1,202.6321033,197.071421,202.5974473
Tnfrsf4,-49.45688485,-49.51310033,0.056215474,2.001357852,,0.812580743,1,121.2689269,115.708245,121.1564962
9330182L06Rik,-195.3144209,-195.3145923,0.000171341,0.150838407,,0.989556198,1,412.8719111,407.31123,412.8715683
A930017M01Rik,-251.1294623,-251.1974164,0.067954111,1.123423275,,0.794339218,1,524.6375556,519.076874,524.5016511
Cox16,-241.9632999,-241.9632992,-7.13E-07,8.74E-05,,1,1,506.1693247,500.608643,506.1693263
Prpf4,-313.5804936,-313.5804929,-7.57E-07,2.369970438,,1,1,649.4037128,643.843031,649.4037137
Bpifb6,-41.37188553,-41.37179202,-9.35E-05,0.493943458,,1,1,104.9861543,99.4254742,104.9864976
Myo5b,-142.2493408,-144.549061,2.299720243,6.032254065,,0.129397303,1,311.3408483,305.780167,306.7414081
Gramd1b,-129.4783609,-129.5486315,0.070270657,0.168153798,,0.79094311,1,281.3399898,275.779308,281.1994483
Cnot3,-80.28771341,-80.28771428,8.63E-07,0.000257591,,0.99925899,1,182.8181535,177.257473,182.8181533
Ano8,-50.78395351,-50.78395229,-1.22E-06,0.005128667,,1,1,123.8106306,118.249949,123.8106335
Tmem82,-28.74657736,-28.74657722,-1.38E-07,0.022064244,,1,1,79.73588098,74.1751993,79.73588124
Myh7,-118.6483501,-118.6495063,0.001156223,0.061979011,,0.972874538,1,259.5417383,253.981059,259.5394267
Parp3,-56.65890316,-56.83582389,0.176920736,2.316994651,,0.674032976,1,135.9143752,130.353694,135.5605328
Urb2,-139.4893795,-139.4901856,0.000806138,0.24611036,,0.977349046,1,301.2230968,295.662415,301.2214855
Acsf3,-180.6969033,-180.6982747,0.001371462,0.928800754,,0.970458494,1,383.6392749,378.078593,383.6365331
